    0.908215522766113281E+01    0.929223001003265381E+01    0.212346673011779785E+01    0.172855484485626221E+02   -0.420165989608404011E+01
    0.715420603752136230E+01    0.887011706829071045E+01    0.349494755268096924E+01    0.179522502422332764E+02   -0.383288748003357682E+01
    0.717000722885131836E+01    0.934488832950592041E+01    0.275716245174407959E+01    0.176203560829162598E+02   -0.164465447944544518E+01
    0.727698386109207185E+01    0.920387730634840651E+01    0.250059489552985781E+01    0.173188912363874614E+02   -0.289659336016082669E+01
    0.705887198448181152E+01    0.872915923595428467E+01    0.253754854202270508E+01    0.185069727897644043E+02   -0.862251911806147464E+00
    0.749750792980194092E+01    0.889731228351593018E+01    0.309892117977142334E+01    0.174613296985626221E+02   -0.219221146831440628E+01
    0.761293351650238037E+01    0.869294345378875732E+01    0.272105813026428223E+01    0.172666621208190918E+02   -0.271735131730642809E+01
    0.747963242441003207E+01    0.932563178315227859E+01    0.324472476894400108E+01    0.176562703781039403E+02   -0.360120776081734073E+01
    0.759932577610015869E+01    0.920039653778076172E+01    0.295920073986053467E+01    0.181156611442565918E+02   -0.378141388195750139E+01
    0.708881535785695593E+01    0.894320260215673279E+01    0.272605050926628945E+01    0.191985515992590123E+02   -0.138907432685001742E+01
    0.765520051329962836E+01    0.910864217642321528E+01    0.258323345084839673E+01    0.197126379020148477E+02   -0.365522812632306993E+01
    0.778469381005798233E+01    0.914673522984582199E+01    0.188686539780717499E+01    0.197157671057150949E+02   -0.111101650268296814E+01
    0.757028639316558838E+01    0.928024947643280029E+01    0.182069301605224609E+01    0.196653389930725098E+02   -0.709321810347534054E+00
    0.750883107499910096E+01    0.875748295815981059E+01    0.212343444706725393E+01    0.190021240643966784E+02   -0.101660358086045211E+01
    0.750883107499910096E+01    0.875748295815981059E+01    0.212343444706725393E+01    0.190021240643966784E+02   -0.101660358086045211E+01
    0.730111308467392472E+01    0.870340294615799870E+01    0.194630932843226523E+01    0.197790621710165482E+02   -0.564689170288702469E+00
    0.730111308467392472E+01    0.870340294615799870E+01    0.194630932843226523E+01    0.197790621710165482E+02   -0.564689170288702469E+00
    0.717980921268463135E+01    0.926366984844207764E+01    0.207265138626098633E+01    0.192522668838500977E+02   -0.463202348552457455E+00
    0.717980921268463135E+01    0.926366984844207764E+01    0.207265138626098633E+01    0.192522668838500977E+02   -0.463202348552457455E+00
    0.740280173395210284E+01    0.862393652649263132E+01    0.224362364969804418E+01    0.191411340633495684E+02   -0.151189097981262344E+01
    0.700875580310821533E+01    0.889458239078521729E+01    0.252049624919891357E+01    0.194472014904022217E+02   -0.633917880731850514E+00
    0.700875580310821533E+01    0.889458239078521729E+01    0.252049624919891357E+01    0.194472014904022217E+02   -0.633917880731850514E+00
    0.710253298282623291E+01    0.914658546447753906E+01    0.249189972877502441E+01    0.199701178073883057E+02   -0.920400091809877807E+00
    0.769459903240203857E+01    0.891276717185974121E+01    0.247250139713287354E+01    0.197777998447418213E+02   -0.323810855627814220E+01
    0.708261132122157733E+01    0.877776250939442804E+01    0.250949625455348047E+01    0.199130081921411559E+02   -0.104775449875663340E+01
    0.708261132122157733E+01    0.877776250939442804E+01    0.250949625455348047E+01    0.199130081921411559E+02   -0.104775449875663340E+01
    0.740408587943697327E+01    0.846630415316044349E+01    0.247340497857677555E+01    0.188924202963512116E+02   -0.286897717175782097E+01
    0.705586334145255378E+01    0.866449482446473240E+01    0.148713942746054539E+01    0.191288963171844273E+02   -0.140957311238478411E+01
    0.733173549175262451E+01    0.855812609195709229E+01    0.208975970745086670E+01    0.182610166072845459E+02   -0.131165637144131186E+01
    0.757229685783386230E+01    0.849036753177642822E+01    0.182173788547515869E+01    0.181519556045532227E+02   -0.174031603391998990E+01
    0.769086618877049677E+01    0.835529244589510967E+01    0.161739891025339411E+01    0.182876179157011762E+02   -0.243553773080846003E+01
    0.709966838359832764E+01    0.841167569160461426E+01    0.220398783683776855E+01    0.187630820274353027E+02   -0.188950972830654740E+01
    0.715185076212640958E+01    0.835171852775422252E+01    0.196396610675105165E+01    0.186624739413708518E+02   -0.226552957399139165E+01
    0.735781133174896240E+01    0.836764991283416748E+01    0.199671804904937744E+01    0.183419263362884521E+02   -0.228442747680386926E+01
    0.843635499477386475E+01    0.887162923812866211E+01    0.208355963230133057E+01    0.178736233711242676E+02   -0.264750947296667682E+01
    0.810639677965980354E+01    0.847644507217967202E+01    0.119565216244992989E+01    0.190776285920072048E+02   -0.153128983228338833E+01
    0.708450794219970703E+01    0.825891315937042236E+01    0.105371057987213135E+01    0.199848055839538574E+02   -0.474524661811797799E+01
    0.755935668945312500E+01    0.895684003829956055E+01    0.189831733703613281E+01    0.185594952106475830E+02   -0.316327779687268718E+00
    0.755935668945312500E+01    0.895684003829956055E+01    0.189831733703613281E+01    0.185594952106475830E+02   -0.316327779687268718E+00
    0.757068395614624023E+01    0.897467613220214844E+01    0.158451199531555176E+01    0.180859434604644775E+02   -0.801891590516755959E+00
    0.772882163524627686E+01    0.886367738246917725E+01    0.179193139076232910E+01    0.183712768554687500E+02   -0.477285612484820043E+00
